,fin150_30_3,fin150_40_3,fin150_50_3,fin500_30_3,fin500_40_3,fin500_50_3
124344,[124344 124348     96],[124344 124348     96],[124344 124348     96],[124339 124353    460],[124339 124346    274],[124344 124361    325]
231673,[231672 231676     59],[231671 231676    100],,[231672 231682    190],[231668 231682    334],
232051,,,,[232000 232068    483],,
199230,[199230 199234    145],,,[199221 199237    355],[199205 199231    422],[199205 199231    422]
232035,,,,[232000 232068    483],,
232032,,,,[232000 232068    483],,
231905,,,,[231881 231917    215],,
232244,,,,[232226 232257    276],,
232050,,,,[232000 232068    483],,
199229,[199221 199229     88],,,[199221 199237    355],[199205 199231    422],[199205 199231    422]
231931,,,,[231918 231966    357],,
231671,[231668 231671    103],[231671 231676    100],,[231645 231671    411],[231668 231682    334],
232245,,,,[232226 232257    276],,
232048,,,,[232000 232068    483],,
232424,,,,[232423 232427    153],[232423 232427    153],[232420 232425    292]
232198,,,,[232176 232225    368],,
124343,[124339 124343    111],[124339 124343    111],[124340 124343     36],[124339 124353    460],[124339 124346    274],[124337 124343    221]
232247,,,,[232226 232257    276],,
232243,,,,[232226 232257    276],,
232215,,,,[232176 232225    368],,
232047,,,,[232000 232068    483],,
199794,,,,[199793 199807    251],[199793 199807    251],[199791 199795    267]
199787,,,,[199770 199788    275],[199770 199788    275],[199787 199790    174]
232197,,,,[232176 232225    368],,
231682,[231677 231682     88],[231677 231682     88],,[231672 231682    190],[231668 231682    334],
232363,[232362 232368     72],,,[232350 232387    427],[232350 232387    427],[232350 232387    427]
199228,[199221 199229     88],,,[199221 199237    355],[199205 199231    422],[199205 199231    422]
231925,,,,[231918 231966    357],,
226411,,,,[226410 226413    375],[226410 226413    375],[226406 226411    336]
232246,,,,[232226 232257    276],,
232201,,,,[232176 232225    368],,
231852,[231851 231873    130],,,[231851 231880    185],[231851 231880    185],[231851 231880    185]
232227,,,,[232226 232257    276],,
199231,[199230 199234    145],,,[199221 199237    355],[199205 199231    422],[199205 199231    422]
231836,,,,,,
232041,,,,[232000 232068    483],,
232042,,,,[232000 232068    483],,
145070,[145063 145077    149],[145070 145084     78],,[145063 145084    198],[145063 145084    198],[145063 145084    198]
232228,,,,[232226 232257    276],,
214384,,,,[214375 214402    429],[214375 214384    187],
231691,,,,[231683 231724    424],[231683 231724    424],
232222,[232217 232225     39],,,[232176 232225    368],,
231690,,,,[231683 231724    424],[231683 231724    424],
124337,,,,[124330 124338    418],[124335 124338    212],[124337 124343    221]
231917,,,,[231881 231917    215],,
232249,,,,[232226 232257    276],,
232218,[232217 232225     39],,,[232176 232225    368],,
231920,,,,[231918 231966    357],,
232240,,,,[232226 232257    276],,
32914,[32905 32914    59],,,[32903 32929   309],[32905 32939   439],[32903 32929   309]
231675,[231672 231676     59],[231671 231676    100],,[231672 231682    190],[231668 231682    334],
231919,,,,[231918 231966    357],,
231921,,,,[231918 231966    357],,
232364,[232362 232368     72],,,[232350 232387    427],[232350 232387    427],[232350 232387    427]
136607,,,,[136597 136628    448],[136591 136614    404],
54697,,,,[54689 54782   486],,
32806,[32803 32810   129],[32805 32810    66],,[32805 32824   444],[32805 32824   444],
136605,,,,[136597 136628    448],[136591 136614    404],
54302,,,,[54301 54311   240],[54301 54311   240],[54301 54311   240]
11621,,,,[11582 11622   378],,
106116,[106114 106118     76],[106112 106118    136],[106112 106118    136],[106109 106120    443],[106104 106118    469],[106112 106123    418]
135891,[135888 135891     25],[135877 135891    132],[135877 135891    132],[135874 135891    324],[135874 135891    324],[135874 135891    324]
99021,,,,,,
136766,[136764 136771    100],,,[136759 136771    240],[136759 136789    456],[136764 136790    366]
105989,[105983 105990     54],[105980 105990    125],[105983 105990     54],[105983 105997    225],[105983 105997    225],[105971 105990    358]
136511,,,,[136507 136514    395],[136507 136514    395],[136507 136514    395]
136513,,,,[136507 136514    395],[136507 136514    395],[136507 136514    395]
54369,[54359 54382    83],[54359 54382    83],[54359 54382    83],[54353 54382   403],[54351 54382   493],[54351 54382   493]
54486,,,,,,
32901,[32897 32904    97],,,[32872 32902   457],[32884 32904   306],
54367,[54359 54382    83],[54359 54382    83],[54359 54382    83],[54353 54382   403],[54351 54382   493],[54351 54382   493]
105936,,,,[105912 105944    472],[105915 105944    403],[105915 105944    403]
136762,[136759 136763     89],[136757 136763    147],[136757 136763    147],[136759 136771    240],[136759 136789    456],[136757 136763    147]
54237,,,,[54223 54252   456],[54223 54252   456],[54223 54250   354]
54366,[54359 54382    83],[54359 54382    83],[54359 54382    83],[54353 54382   403],[54351 54382   493],[54351 54382   493]
106004,[106003 106010     91],[106003 106010     91],[106003 106010     91],[105998 106015    380],[105998 106010    234],[106003 106015    237]
54226,[54223 54226   106],,,[54223 54252   456],[54223 54252   456],[54223 54250   354]
54699,,,,[54689 54782   486],,
136512,,,,[136507 136514    395],[136507 136514    395],[136507 136514    395]
54878,[54878 54881    35],[54878 54881    35],[54878 54881    35],[54878 54883   197],[54878 54883   197],[54878 54883   197]
106010,[106003 106010     91],[106003 106010     91],[106003 106010     91],[105998 106015    380],[105998 106010    234],[106003 106015    237]
102612,,,,[102602 102634    491],[102602 102622    290],
106092,[106089 106095     93],[106089 106095     93],[106089 106095     93],[106089 106100    383],[106089 106097    201],[106089 106097    201]
105985,[105983 105990     54],[105980 105990    125],[105983 105990     54],[105983 105997    225],[105983 105997    225],[105971 105990    358]
99073,,,,,,
54364,[54359 54382    83],[54359 54382    83],[54359 54382    83],[54353 54382   403],[54351 54382   493],[54351 54382   493]
54365,[54359 54382    83],[54359 54382    83],[54359 54382    83],[54353 54382   403],[54351 54382   493],[54351 54382   493]
106109,[106109 106113    110],[106108 106111     63],[106108 106111     63],[106109 106120    443],[106104 106118    469],[106104 106111    250]
136812,[136812 136819     99],,,[136792 136816    402],[136803 136820    264],
54400,,,,,,
136690,[136686 136692     87],[136686 136692     87],,[136664 136692    442],[136664 136692    442],[136686 136709    342]
88890,[88884 88890    35],,,[88860 88895   483],[88860 88895   483],[88860 88895   483]
54570,[54565 54571   131],,,[54565 54578   338],[54555 54571   278],[54555 54571   278]
54470,,,,[54460 54471   332],[54465 54471   201],[54465 54471   201]
54362,[54359 54382    83],[54359 54382    83],[54359 54382    83],[54353 54382   403],[54351 54382   493],[54351 54382   493]
32607,[32599 32607    83],[32599 32608   115],[32599 32608   115],[32595 32607   276],[32595 32608   308],[32596 32608   198]
54361,[54359 54382    83],[54359 54382    83],[54359 54382    83],[54353 54382   403],[54351 54382   493],[54351 54382   493]
106187,[106184 106190    114],[106184 106190    114],[106184 106190    114],[106184 106195    342],[106184 106192    213],[106184 106192    213]
54368,[54359 54382    83],[54359 54382    83],[54359 54382    83],[54353 54382   403],[54351 54382   493],[54351 54382   493]
54363,[54359 54382    83],[54359 54382    83],[54359 54382    83],[54353 54382   403],[54351 54382   493],[54351 54382   493]
101208,,[101201 101208     94],,[101201 101218    381],[101201 101218    381],[101191 101208    258]
99037,,,,,,
106189,[106184 106190    114],[106184 106190    114],[106184 106190    114],[106184 106195    342],[106184 106192    213],[106184 106192    213]
54359,[54359 54382    83],[54359 54382    83],[54359 54382    83],[54353 54382   403],[54351 54382   493],[54351 54382   493]
54475,,,,[54472 54475   431],[54472 54475   431],[54472 54475   431]
106188,[106184 106190    114],[106184 106190    114],[106184 106190    114],[106184 106195    342],[106184 106192    213],[106184 106192    213]
150255,[150252 150271    120],,,[150246 150273    411],,
54300,[54296 54300    17],[54296 54300    17],[54296 54300    17],[54262 54300   306],[54262 54300   306],[54256 54300   415]
54042,,,,,,
54360,[54359 54382    83],[54359 54382    83],[54359 54382    83],[54353 54382   403],[54351 54382   493],[54351 54382   493]
54872,,,,[54872 54875   298],[54872 54875   298],[54872 54875   298]
94531,,,,[94498 94538   373],,
128167,,,,,,
54857,[54855 54858   101],,,,[54851 54859   489],[54852 54859   414]
106015,[106011 106015     78],[106011 106015     78],[106011 106015     78],[105998 106015    380],[106011 106018    276],[106003 106015    237]
54230,,,,[54223 54252   456],[54223 54252   456],[54223 54250   354]
54227,,,,[54223 54252   456],[54223 54252   456],[54223 54250   354]
144974,[144964 144975    107],,,[144940 144975    487],[144947 144981    497],[144947 144981    497]
105933,,,,[105912 105944    472],[105915 105944    403],[105915 105944    403]
11690,,,,,,
54358,[54351 54358   105],[54351 54358   105],[54351 54358   105],[54353 54382   403],[54351 54382   493],[54351 54382   493]
144971,[144964 144975    107],,,[144940 144975    487],[144947 144981    497],[144947 144981    497]
54871,,,,,,
106049,,,,[106020 106088    451],[106019 106088    493],
54698,,,,[54689 54782   486],,
54243,,,,[54223 54252   456],[54223 54252   456],[54223 54250   354]
54472,,,,[54472 54475   431],[54472 54475   431],[54472 54475   431]
54417,,,,,,
106108,,[106108 106111     63],[106108 106111     63],[106101 106108    376],[106104 106118    469],[106104 106111    250]
144978,[144976 144981     87],,,[144976 144981     87],[144947 144981    497],[144947 144981    497]
105997,[105991 105997    117],[105991 105997    117],[105991 105997    117],[105983 105997    225],[105983 105997    225],[105991 106002    270]
16792,,,,[16785 16819   466],[16785 16819   466],[16785 16819   466]
136613,,,,[136597 136628    448],[136591 136614    404],
105992,[105991 105997    117],[105991 105997    117],[105991 105997    117],[105983 105997    225],[105983 105997    225],[105991 106002    270]
54873,,,,[54872 54875   298],[54872 54875   298],[54872 54875   298]
54863,,,,[54859 54863   490],[54860 54863   157],[54860 54863   157]
144970,[144964 144975    107],,,[144940 144975    487],[144947 144981    497],[144947 144981    497]
54865,,,,[54864 54869   236],[54864 54869   236],[54864 54869   236]
54242,,,,[54223 54252   456],[54223 54252   456],[54223 54250   354]
54564,[54555 54564   116],,,[54522 54564   389],[54555 54571   278],[54555 54571   278]
54566,[54565 54571   131],,,[54565 54578   338],[54555 54571   278],[54555 54571   278]
54554,,,,[54522 54564   389],[54493 54554   445],[54493 54554   445]
54556,[54555 54564   116],,,[54522 54564   389],[54555 54571   278],[54555 54571   278]
54565,[54565 54571   131],,,[54565 54578   338],[54555 54571   278],[54555 54571   278]
54555,[54555 54564   116],,,[54522 54564   389],[54555 54571   278],[54555 54571   278]
54569,[54565 54571   131],,,[54565 54578   338],[54555 54571   278],[54555 54571   278]
54562,[54555 54564   116],,,[54522 54564   389],[54555 54571   278],[54555 54571   278]
54557,[54555 54564   116],,,[54522 54564   389],[54555 54571   278],[54555 54571   278]
54563,[54555 54564   116],,,[54522 54564   389],[54555 54571   278],[54555 54571   278]
54560,[54555 54564   116],,,[54522 54564   389],[54555 54571   278],[54555 54571   278]
136506,,,,,,
54561,[54555 54564   116],,,[54522 54564   389],[54555 54571   278],[54555 54571   278]
54558,[54555 54564   116],,,[54522 54564   389],[54555 54571   278],[54555 54571   278]
136503,,,,,,
